CODE_PCT,NOM_COMMERCIAL,NAME_MAIN,FORM,STRENGTH,PACKAGE,PRIX_PUBLIC,TARIF_REFERENCE,CATEGORIE,DCI,AP
300706,BROMOCRIPTINE 2.5 mg Comp Bt 30,BROMOCRIPTINE,Comprimé,2.5 mg,Bt 30,8.025,8.01,E,BROMOCRIPTINE,N
308126,BRONCHOCINE Comp Pell 4mg Bt 20,BRONCHOCINE,Comprimé Pelliculé,4mg,Bt 20,3.58,3.58,E,BROMHEXINE+TETRACYCLINE,N
104958,BRONCHODUAL     Sol P Inh  50µG/20 µG Inhl  Fl 200  doses,BRONCHODUAL,Solution pour Inhalation,50µG/20 µG,Fl 200  doses,18.732,18.6,E,FENOTEROL+IPRATROPIUM BROMURE,N
300145,BRONCHOFYLLINE LP Comp Ret 200mg Bt 30,BRONCHOFYLLINE LP,Comprimé à Libération Prolongée,200mg,Bt 30,3.25,3.24,E,THEOPHYLLINE,N
300146,BRONCHOFYLLINE LP Comp Ret 300mg Bt 30,BRONCHOFYLLINE LP,Comprimé à Libération Prolongée,300mg,Bt 30,4.45,4.44,E,THEOPHYLLINE,N
105916,BRUFEN 400mg Comp Pell Bt 30,BRUFEN,Comprimé Pelliculé,400mg,Bt 30,9.06,7.5,E,IBUPROFEN,N
105310,BUDENA 64 mcg Spray Nasal Fl 120 Doses,BUDENA,Spray Nasal,64 mcg,Fl 120 Doses,19.57,14.16,E,BUDESONIDE,N
301228,BUPROFEN  Comp Eff 200 mg Bt 2 t /10,BUPROFEN,Comprimé,200 mg,Bt 2 t /10,4.79,4.78,E,IBUPROFEN,N
308002,BUSCOPAN Amp Inj 20mg/ml Bt 4,BUSCOPAN,Solution Injectable,20mg/ml,Bt 4,2.87,2.868,I,N-BUTYLHYOSCINE BROMURE,N
308000,BUSCOPAN Comp enr 10mg Bt 40,BUSCOPAN,Comprimé Enrobé,10mg,Bt 40,7.22,5,I,N-BUTYLHYOSCINE BROMURE,N
308001,BUSCOPAN Suppo 10mg Bt 5,BUSCOPAN,Suppositoire,10mg,Bt 5,1.85,1.85,I,N-BUTYLHYOSCINE BROMURE,N
302778,CABERGOL 0.5 mg COMP. SEC. FL 2,CABERGOL,Comprimé Sécable,0.5 mg,FL 2,16.72,15.47,E,Cabergoline,N
302779,CABERGOL 0.5 mg COMP. SEC. FL 8,CABERGOL,Comprimé Sécable,0.5 mg,FL 8,63.14,61.88,E,Cabergoline,N
303733,CABERGOL 0.5mg Comp Séc Fl 4,CABERGOL,Comprimé Sécable,0.5mg,Fl 4,32.525,30.94,E,Cabergoline,N
302818,CABERLEX 0.5 0.5 MG Comp FL 4,CABERLEX 0.5,Comprimé,0.5 MG,FL 4,32.525,30.94,E,Cabergoline,N
301899,CABERLEX Comp 0.5 MG  FL 2,CABERLEX,Comprimé,0.5 MG,FL 2,25.315,15.47,E,Cabergoline,N
301980,CABERLEX Comp 0.5 MG FL 8,CABERLEX,Comprimé,0.5 MG,FL 8,75.305,61.88,E,Cabergoline,N
105528,CADUET 10mg/10mg Com Pell Bt 30 (ex 103486),CADUET,,10mg/10mg,Bt 30,42.02,29.13,E,AMLODIPINE+ATORVASTATINE,N
105529,CADUET 5mg/10mg Comp Pell Bt 30 (ex 103487),CADUET,Comprimé Pelliculé,5mg/10mg,Bt 30,42.02,29.13,E,AMLODIPINE+ATORVASTATINE,N
300861,CAFENOL Comp Séc Bt 20,CAFENOL,Comprimé Sécable,,Bt 20,1.06,1.06,E,ACIDE ACETYLSALICYLIQUE+CAFEINE,N
309999,CALCEMIL Pdre/Sol Or  sachet Bt 10,CALCEMIL,Solution,,Bt 10,2.18,2.18,E,CALCIUM+VITAMINE C,N
309998,CALCIBOISE 500 mg Granulés effervescents (EX-ADCAL Pdre/Sol buv 500mg) Bt 20 sachets,CALCIBOISE,Solution Buvable,500 mg/500mg,Bt 20 sachets,6.75,6.74,E,CALCIUM,N
302869,CALCIFAST 500 MG Comp à croquer bt 30,CALCIFAST,Comprimé à Croquer,500 MG,bt 30,5.9,4.47,E,CALCIUM,N
301050,CALCIFAST Comp à Croquer 500mg Fl 30,CALCIFAST,Comprimé à Croquer,500mg,Fl 30,4.49,4.47,E,CALCIUM,N
303012,CALCITOP 500MG Comp. à sucer Bt 30,CALCITOP,Comprimé à Croquer,500MG,Bt 30,5.4,4.47,E,CALCIUM,N
102467,CALCIUM SANDOZ  Comp eff 500mg Bt 20,CALCIUM SANDOZ,Comprimé,500mg,Bt 20,4.18,4.18,E,CALCIUM,N
103321,CALCIUM SANDOZ Pdre /Sol Buv Sachet 500mg Bt 30,CALCIUM SANDOZ,Solution Buvable,500mg,Bt 30,7.849,7.83,E,GLUCONOLACTATE+CARBONATE DE CALCIUM,N
301078,CALMACIDE Comp à Sucer Bt 24,CALMACIDE,Comprimé à Croquer,,Bt 24,5.52,3.672,I,CALCIUM CARBONATE+MAGNESIUM CARBONATE,N
302835,CALPEROS 500 mg COMP. A SUCER BT 30,CALPEROS,Comprimé à Croquer,500 mg,BT 30,6.265,4.47,E,CALCIUM,N
300076,CALPEROS Comp Sucer 500mg Bt 30,CALPEROS,Comprimé à Croquer,500mg,Bt 30,4.505,4.47,E,CALCIUM,N
301722,CALPLUS Comp à Sucer 500 MG BT 30,CALPLUS,Comprimé à Croquer,500 MG,BT 30,4.985,4.47,E,CALCIUM,N
307350,CAMYSTENE Crème Tb 30gr,CAMYSTENE,Crème,,Tb 30gr,4.235,4.23,E,CLOTRIMAZOLE,N
309874,CAPOCARD Comp 25mg Bt 30,CAPOCARD,Comprimé,25mg,Bt 30,8.23,4.98,E,CAPTOPRIL,N
309875,CAPOCARD Comp 50mg Bt 30,CAPOCARD,Comprimé,50mg,Bt 30,14.395,8.76,E,CAPTOPRIL,N
301053,CAPRIL 25 mg  Comp Sec  Bt 60,CAPRIL,Comprimé Sécable,25 mg,Bt 60,12,9.96,E,CAPTOPRIL,N
300084,CAPRIL Comp 25mg Bt 30,CAPRIL,Comprimé,25mg,Bt 30,10.17,4.98,E,CAPTOPRIL,N
300085,CAPRIL Comp 50mg Bt 30,CAPRIL,Comprimé,50mg,Bt 30,18.65,8.76,E,CAPTOPRIL,N
301420,CAPTO-PRIL  ALLIANCE  Comp Sec 25 mg Bt 30,CAPTO-PRIL  ALLIANCE,Comprimé Sécable,25 mg,Bt 30,5.73,4.98,E,CAPTOPRIL,N
301419,CAPTO-PRIL  ALLIANCE Comp  Sec 50 mg BT 30,CAPTO-PRIL  ALLIANCE,Comprimé Sécable,50 mg,BT 30,9.85,8.76,E,CAPTOPRIL,N
301421,CAPTO-PRIL  ALLIANCE Comp Sec 25 mg BT 90,CAPTO-PRIL  ALLIANCE,Comprimé Sécable,25 mg,BT 90,14.99,14.94,E,CAPTOPRIL,N
301418,CAPTO-PRIL ALLIANCE Comp Sec 50 mg Bt 90,CAPTO-PRIL ALLIANCE,Comprimé Sécable,50 mg,Bt 90,26.32,26.28,E,CAPTOPRIL,N
301125,CAPTOZID Comp Sec Bt 30,CAPTOZID,Comprimé Sécable,,Bt 30,20.37,19.38,E,CAPTOPRIL+HYDROCHLORTHIAZIDE,N
102948,CARBACTIVE 120 mg gelu Bt/30,CARBACTIVE,,120 mg,Bt/30,5.991,5.97,E,CHARBON ACTIVE,N
101706,CARBATOL Comp 200mg Bt 30,CARBATOL,Comprimé,200mg,Bt 30,1.488,1.47,V,CARBAMAZEPINE,N
301944,CARBOLESS Comp  50 MG BT 90,CARBOLESS,Comprimé,50 MG,BT 90,19.3,18.99,E,ACARBOSE,N
301945,CARBOLESS Comp Sec 100 MG BT 90,CARBOLESS,Comprimé Sécable,100 MG,BT 90,27.28,26.91,E,ACARBOSE,N
103327,CARBOPHOS 400mg Comp à Croquer B/2Tx20,CARBOPHOS,Comprimé à Croquer,400mg,B/2Tx20,6.594,6.56,E,CHARBON ACTIVE,N
103571,CARBOSYLANE Ent Gelule 70 mg/22.5 mg Bt 48,CARBOSYLANE Ent,Gélule,70 mg/22.5 mg,Bt 48,5.794,5.76,E,CHARBON ACTIVE+SIMETHICONE,N
103042,CARBOSYLANE Gélule Bt 48 (24 Doses),CARBOSYLANE,Gélule,,Bt 48,5.166,4.08,E,CHARBON ACTIVE+SIMETHICONE,N
100895,CARBOSYLANE Gélule Bt 96 (48 Doses),CARBOSYLANE,Gélule,,Bt 96,8.203,8.16,E,CHARBON ACTIVE+SIMETHICONE,N
103054,"CARDENSIEL 2,5 mg comp.pell.séc Bt 30",CARDENSIEL,Comprimé Pelliculé Sécable,"2,5 mg",Bt 30,16.18,5.4,E,BISOPROLOL,N
105759,CARDENSIEL 2.5mg Comp Pell Séc Bt 30,CARDENSIEL,Comprimé Pelliculé Sécable,2.5mg,Bt 30,15.28,5.4,E,BISOPROLOL,N
103055,CARDENSIEL 5 mg comp.pell.séc Bt 30,CARDENSIEL,Comprimé Pelliculé Sécable,5 mg,Bt 30,16.18,6.42,E,BISOPROLOL,N
105760,CARDENSIEL 5mg Comp Pell Séc Bt 30,CARDENSIEL,Comprimé Pelliculé Sécable,5mg,Bt 30,15.28,6.42,E,BISOPROLOL,N
301266,CARDEPINE Gel 10 mg Bt 32,CARDEPINE,Gélule,10 mg,Bt 32,18.895,12.544,E,AMLODIPINE,N
301265,CARDEPINE Gel 5 mg BT 32,CARDEPINE,Gélule,5 mg,BT 32,13.755,8.96,E,AMLODIPINE,N
301577,CARDEPINE Gelule 5 MG BT 64,CARDEPINE,Gélule,5 MG,BT 64,19.68,17.92,E,AMLODIPINE,N
302420,CARDIADIL 200 Gel LP 200 MG BT 30,CARDIADIL 200,Gélule à Libération Prolongée,200 MG,BT 30,15.7,15.69,E,DILTIAZEM,N
302421,CARDIADIL 300 Gel LP 300 MG BT 30,CARDIADIL 300,Gélule à Libération Prolongée,300 MG,BT 30,17.565,17.55,E,DILTIAZEM,N
103365,CARDILOL 12.5 mg Comp Fl 30,CARDILOL,Comprimé,12.5 mg,Fl 30,16.742,13.71,E,CARVEDILOL,N
103364,CARDILOL 6.25mg Comp Fl 30,CARDILOL,Comprimé,6.25mg,Fl 30,17.087,9.06,E,CARVEDILOL,N
103366,CARDILOL Comp 25mg  Fl 30,CARDILOL,Comprimé,25mg,Fl 30,23.216,18.87,E,CARVEDILOL,N
103824,CARDILOL Comp 3.125 MG  FL 30,CARDILOL,Comprimé,3.125 MG,FL 30,7.611,7.59,E,CARVEDILOL,N
303731,CARDOMINE 2mg Comp Séc Bt 90,CARDOMINE,Comprimé Sécable,2mg,Bt 90,12.03,11.97,E,MOLSIDOMINE,N
300966,CARDOMINE Comp Sec 2mg Bt 30,CARDOMINE,Comprimé Sécable,2mg,Bt 30,5.51,3.99,E,MOLSIDOMINE,N
300967,CARDOMINE Comp Sec 4mg Bt 30,CARDOMINE,Comprimé Sécable,4mg,Bt 30,7.71,7.65,E,MOLSIDOMINE,N
303746,CARDOSYL 10mg Comp Pell Fl 30,CARDOSYL,Comprimé Pelliculé,10mg,Fl 30,33.152,33.15,E,PERINDOPRIL,N
303747,CARDOSYL 5mg Comp Pell Séc Fl 30,CARDOSYL,Comprimé Pelliculé Sécable,5mg,Fl 30,19.05,19.02,E,PERINDOPRIL,N
301580,CARDOSYL Comp Sec 4 MG BT 28,CARDOSYL,Comprimé Sécable,4 MG,BT 28,17.755,17.752,E,PERINDOPRIL,N
300931,CARDOX Comp 1mg Fl 30,CARDOX,Comprimé,1mg,Fl 30,11.57,11.55,I,DOXAZOSINE,N
300932,CARDOX Comp Sec 4mg Fl 30,CARDOX,Comprimé Sécable,4mg,Fl 30,33.09,33.09,I,DOXAZOSINE,N
102899,CARTEOL LP 1% collyre fl/3 ml,CARTEOL LP 1%,Collyre,,fl/3 ml,13.037,13.035,E,CARTEOLOL,N
104916,CARTEOL LP 2 % Collyre  BT  30/0.2 ML,CARTEOL LP 2 %,Collyre,,BT  30/0.2 ML,19.253,10.44,E,CARTEOLOL,N
102900,CARTEOL LP 2% collyre fl/3 ml,CARTEOL LP 2%,Collyre,,fl/3 ml,13.037,10.44,E,CARTEOLOL,N
104184,CARVIDOL  Comp Sec 12.5 mg Bt 30,CARVIDOL,Comprimé Sécable,12.5 mg,Bt 30,18.605,13.71,E,CARVEDILOL,N
103534,CARVIDOL Comp Sec 25 mg Bt  30,CARVIDOL,Comprimé Sécable,25 mg,Bt  30,26.255,18.87,E,CARVEDILOL,N
103533,CARVIDOL Comp Sec 6.25 mg Bt 30,CARVIDOL,Comprimé Sécable,6.25 mg,Bt 30,11.94,9.06,E,CARVEDILOL,N
302189,CEBASPIRINE Comp Ad. Bt 20,CEBASPIRINE,Comprimé,,Bt 20,0.44,0.44,E,ACIDE ACETYLSALICYLIQUE+VITAMINE C+VITAMINE B1,N
308131,CEBUTOL Comp Pell 400mg Bt 32,CEBUTOL,Comprimé Pelliculé,400mg,Bt 32,10.5,7.552,E,ACEBUTOLOL,N
300564,CEBUTRAL Comp pell 400mg Bt 30,CEBUTRAL,Comprimé Pelliculé,400mg,Bt 30,12.69,7.08,E,ACEBUTOLOL,N
301811,CEDROX Gelule 500 MG BT 24,CEDROX,Gélule,500 MG,BT 24,12.425,12.408,E,CEFADROXIL,N
300572,CEDROX Gélule 500mg Bt 12,CEDROX,Gélule,500mg,Bt 12,7.51,6.204,E,CEFADROXIL,N
300570,CEDROX Sirop 250mg 5ml Fl 60ml,CEDROX,Sirop,250mg/5ml,Fl 60ml,4.74,4.74,E,CEFADROXIL,N
300571,CEDROX Sirop 500mg Fl 60ml,CEDROX,Sirop,500mg,Fl 60ml,8.16,8.16,E,CEFADROXIL,N
300494,CEFAZOL IM IV 1gr Pdre P Prép inj Bt1+S/5ml,CEFAZOL IM IV 1gr,Poudre pour Préparation Injectable,5ml,,3.6,3.6,E,CEFAZOLINE,N
300507,CEFAZOL Pdre inj 1gr IM Bt 1+1,CEFAZOL,Poudre pour Préparation Injectable,,Bt 1+1,3.89,3.6,E,CEFAZOLINE,N
103535,CEFODOX  Comp 200 mg Bt 10,CEFODOX,Comprimé,200 mg,Bt 10,21.691,21.69,E,CEFPODOXIME,N
104286,CEFODOX  P. Sus Buv 40 mg/5 ml Granulés Fl 100 ml,CEFODOX  P. Sus Buv,Granulés,40 mg/5 ml,Fl 100 ml,21.745,20.1,E,CEFPODOXIME,N
103363,CEFODOX Comp 100 mg  Bt 10,CEFODOX,Comprimé,100 mg,Bt 10,22.755,19.06,E,CEFPODOXIME,N
302884,CEFOKEN 100 mg/5ml Pdre P Susp Or Fl 60 ml,CEFOKEN,Suspension Buvable,100 mg/5ml,Fl 60 ml,19.67,13.56,E,CEFIXIME,N
302883,CEFOKEN 200mg GEL Bt 16,CEFOKEN,Gélule,200mg,Bt 16,29.495,24.4,E,CEFIXIME,N
300505,"CEFOTIM IM IV  Pdre inj 0,5gr Bt 1+ 1",CEFOTIM IM IV,Poudre pour Préparation Injectable,,Bt 1+ 1,6.84,6.84,E,CEFOTAXIME,N
300399,CEFOTIM IM IV 1gr Pdre P Prép inj Bt1+S/4ml,CEFOTIM IM IV 1gr,Poudre pour Préparation Injectable,4ml,,12.43,11.87,E,CEFOTAXIME,N
300521,CEFOTIM Pdre inj 1gr IM Bt 1+1,CEFOTIM,Poudre pour Préparation Injectable,,Bt 1+1,11.87,11.87,E,CEFOTAXIME,N
302304,CELASONE 0.05% LOTION FL 15 gr,CELASONE 0.05%,Lotion,,FL 15 gr,2.28,0.9,E,BETAMETHASONE,N
302823,CELASONE 4 (4mg/1ml) SOL. INJ. BT 3/1 ml,CELASONE 4 (,Solution Injectable,4mg/1ml,BT 3/1 ml,5.445,5.445,E,BETAMETHASONE,N
301307,CELEBREX  Gelule 200 mg Bt 20,CELEBREX,Gélule,200 mg,Bt 20,22.52,12.68,I,CELECOXIB,N
301633,CELEBREX Gelule 200 MG BT 30,CELEBREX,Gélule,200 MG,BT 30,31.33,19.02,I,CELECOXIB,N
300621,CELEBREX Gélule 200mg Bt 10,CELEBREX,Gélule,200mg,Bt 10,13.96,6.34,I,CELECOXIB,N
105642,CELESTENE CHRONODOSE 5.7mg/ml Susp Inj Bt 1/1ml (ex101488),CELESTENE CHRONODOSE,Suspension,5.7mg/ml,Bt 1/1ml,2.239,2.239,E,BETAMETHASONE,N
105641,CELESTENE Comp soluble  2mg Bt 20,CELESTENE,Comprimé Soluble,2mg,Bt 20,8.355,7,E,BETAMETHASONE,N
300695,CELIPROL 200 mg comp enrobé b/30,CELIPROL,Comprimé Enrobé,200 mg,b/30,12.33,12.33,E,CELIPROLOL,N
101948,CELLUVISC Collyre 4mg/0.4ml Bt 30 Fl Unidoses,CELLUVISC,Collyre,4mg/0.4ml,Bt 30 Fl Unidoses,5.491,5.49,E,CARMELLOSE,N
301256,CELOPRAM Comp Pell Sec 20 mg Bt 30,CELOPRAM,Comprimé Pelliculé Sécable,20 mg,Bt 30,15.785,15.78,E,CITALOPRAM,N
301255,CELOPRAM Sol Buv 40 mg/ml Fl 12 ml,CELOPRAM,Solution Buvable,40 mg/ml,Fl 12 ml,11.345,11.34,E,CITALOPRAM,N
301517,CELOXX  Gelule 200 MG bT 20,CELOXX,Gélule,200 MG,bT 20,17.245,12.68,I,CELECOXIB,N
301913,CELOXX  Gelule 200 MG BT 30,CELOXX,Gélule,200 MG,BT 30,19.74,19.02,I,CELECOXIB,N
309957,CELOXX Gélule 200mg Bt 10,CELOXX,Gélule,200mg,Bt 10,11.99,6.34,I,CELECOXIB,N
100202,CERULYSE Gttes Auric 5%  Fl 10ml,CERULYSE,Gouttes Auriculaires,,Fl 10ml,4.718,4.71,I,XYLENE,N
302256,CETAMOL Comp  Sec 1 GR BT 8,CETAMOL,Comprimé Sécable,,BT 8,2.995,2.336,E,PARACETAMOL,N
302255,CETAMOL Comp Sec 500 MG BT 16,CETAMOL,Comprimé Sécable,500 MG,BT 16,1.515,0.8,E,PARACETAMOL,N
301353,CETAMOL Gelule 500 mg Bt 16,CETAMOL,Gélule,500 mg,Bt 16,1.315,0.8,E,PARACETAMOL,N
301619,CETAMOL Gelule 500 MG BT 20,CETAMOL,Gélule,500 MG,BT 20,1.965,1,E,PARACETAMOL,N
302438,CETAMOL Sol Buv 3 % FL 100 ML,CETAMOL,Solution Buvable,,FL 100 ML,2.855,2,E,PARACETAMOL,N
302927,CETOLERGE 10mg/ml Sol Buv Fl 30 ml,CETOLERGE,Solution Buvable,10mg/ml,Fl 30 ml,7.4,7.38,E,CETIRIZINE,N
302928,CETOLERGE 5mg/5ml Sirop Fl 100 ml,CETOLERGE,Sirop,5mg/5ml,Fl 100 ml,4.28,4.2,E,CETIRIZINE,N
301715,CETRADOL Gelule 37.5 MG/325 MG BT 20,CETRADOL,Gélule,37.5 MG/325 MG,BT 20,6.365,4.48,E,TRAMADOL+PARACETAMOL,N
308175,CETRIX 10 mg comp.pell.séc.Bt/30,CETRIX,Comprimé Pelliculé Sécable,10 mg,Bt/30,7.505,7.5,E,CETIRIZINE,N
109708,CETROTIDE  Pdre P Inj 0.25mg  Bt 1 +ser 1ml,CETROTIDE,Poudre pour Préparation Injectable,0.25mg,Bt 1 +ser 1ml,55.395,55.395,E,CETRORELIX,O
105643,CHIBRO-PROSCAR 5mg Comp Pell Bt 28 (ex 108451),CHIBRO-PROSCAR,Comprimé Pelliculé,5mg,Bt 28,45.32,36.988,I,FINASTERIDE,N
303202,CHLOROTHIAZIDE Comp Enrob 500mg Bt 20,CHLOROTHIAZIDE,Comprimé Enrobé,500mg,Bt 20,3.15,3.14,E,CHLOROTHIAZIDE,N
303014,CHLORPROMAZINE 100MG Comp.Drag.Bt 30,CHLORPROMAZINE,Comprimé Enrobé,100MG,Bt 30,10.05,2.1,E,CHLORPROMAZINE,N
303013,CHLORPROMAZINE 25MG Comp.Drag.Bt 30,CHLORPROMAZINE,Comprimé Enrobé,25MG,Bt 30,4.88,0.57,E,CHLORPROMAZINE,N
307913,CHLORURE DE CALCIUM 10% Sol inj Bt 10Fl/5ml,CHLORURE DE CALCIUM 10%,Solution Injectable,,Bt 10Fl/5ml,3.2,2.69,E,CALCIUM,N
307914,CHLORURE DE CALCIUM UNIMED 10% Amp inj 10ml Bt 10,CHLORURE DE CALCIUM UNIMED 10%,Solution Injectable,10ml,Bt 10,2.69,2.69,E,CALCIUM,N
307380,CHLORURE DE POTASSIUM 7.46% UNIMED Sol Inj Bt 10/10ml,CHLORURE DE POTASSIUM 7.46% UNIMED,Solution Injectable,,Bt 10/10ml,3.805,3.8,V,CHLORURE DE POTASSIUM,N
307405,CHLORURE DE SODIUM 10% UNIMED sol inj Bt 10/10ml,CHLORURE DE SODIUM 10% UNIMED,Solution Injectable,,Bt 10/10ml,3.81,3.81,V,CHLORURE DE SODIUM,N
303214,CHOLDOWN 10mg Comp Pell Bt 30,CHOLDOWN,Comprimé Pelliculé,10mg,Bt 30,15.46,14.67,E,ATORVASTATINE,N
303215,CHOLDOWN 10mg Comp Pell Bt 90,CHOLDOWN,Comprimé Pelliculé,10mg,Bt 90,44.04,44.01,E,ATORVASTATINE,N
303216,CHOLDOWN 20mg Comp Pell Bt 30,CHOLDOWN,Comprimé Pelliculé,20mg,Bt 30,20.155,19.32,E,ATORVASTATINE,N
303217,CHOLDOWN 20mg Comp Pell Bt 90,CHOLDOWN,Comprimé Pelliculé,20mg,Bt 90,58.04,57.96,E,ATORVASTATINE,N
303218,CHOLDOWN 40 40mg Comp Pell Bt 30,CHOLDOWN 40,Comprimé Pelliculé,40mg,Bt 30,28.365,22.56,E,ATORVASTATINE,N
303751,CHOLDOWN 40 40mg Comp Pell Bt 90,CHOLDOWN 40,Comprimé Pelliculé,40mg,Bt 90,67.74,67.68,E,ATORVASTATINE,N
303219,CHOLDOWN 80 80mg Comp Pell Bt 30,CHOLDOWN 80,Comprimé Pelliculé,80mg,Bt 30,34.02,25.08,E,ATORVASTATINE,N
302936,CHOLESTYL 10 MG Comp Pell BT 30,CHOLESTYL,Comprimé Pelliculé,10 MG,BT 30,15.64,14.67,E,ATORVASTATINE,N
302957,CHOLESTYL 10 MG Comp Pell bt 90,CHOLESTYL,Comprimé Pelliculé,10 MG,bt 90,44.34,44.01,E,ATORVASTATINE,N
302937,CHOLESTYL 20 MG Comp Pell BT 30,CHOLESTYL,Comprimé Pelliculé,20 MG,BT 30,20.595,19.32,E,ATORVASTATINE,N
302958,CHOLESTYL 20 MG Comp Pell bt 90,CHOLESTYL,Comprimé Pelliculé,20 MG,bt 90,58.54,57.96,E,ATORVASTATINE,N
302938,CHOLESTYL 40 MG Comp Pell BT 30,CHOLESTYL,Comprimé Pelliculé,40 MG,BT 30,28.695,22.56,E,ATORVASTATINE,N
302959,CHOLESTYL 40 MG Comp Pell bt 90,CHOLESTYL,Comprimé Pelliculé,40 MG,bt 90,81.735,67.68,E,ATORVASTATINE,N
302939,CHOLESTYL 80 MG Comp Pell BT 30,CHOLESTYL,Comprimé Pelliculé,80 MG,BT 30,39.6,25.08,E,ATORVASTATINE,N
302998,CIBLOR 1000 MG/125MG Pdre.P.Susp.Or. Bt 12 Sachets-doses,CIBLOR,Suspension Buvable,1000 MG/125MG,Bt 12 Sachets-doses,19.71,14.016,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
302994,CIBLOR 500MG/62.5MG Pdre.P.Susp.Or. Bt 12 Sachets-Doses,CIBLOR,Suspension Buvable,500MG/62.5MG,Bt 12 Sachets-Doses,12.23,7.044,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
302999,CIBLOR Enf. 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml+Ser Doseuse,CIBLOR Enf.,Suspension Buvable,100mg/12.5mg/ml,Fl 60ml+Ser Doseuse,10.98,8.76,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
303605,CIBRAMINE 10 10mg Comp Pell Séc Bt 28,CIBRAMINE 10,Comprimé Pelliculé Sécable,10mg,Bt 28,23.705,23.688,E,ESCITALOPRAM,N
303606,CIBRAMINE 20 20mg Comp. Pell. Séc. Bt 28,CIBRAMINE 20,Comprimé Pelliculé Sécable,20mg,Bt 28,34.235,34.216,E,ESCITALOPRAM,N
301744,CICLOVIRAX Creme Dermique 5% TBE 5 gr,CICLOVIRAX,Crème Dermique,,TBE 5 gr,11.97,6.135,I,ACICLOVIR,N
309994,CIDOMYCINE  Amp inj 20mg/2ml Bt 5,CIDOMYCINE,Solution Injectable,20mg/2ml,Bt 5,5.395,5.395,E,GENTAMICINE,N
309995,CIDOMYCINE  Amp inj 40mg/2ml Bt 5,CIDOMYCINE,Solution Injectable,40mg/2ml,Bt 5,5.37,5.37,E,GENTAMICINE,N
309996,CIDOMYCINE  Amp inj 80mg/2ml Bt 5,CIDOMYCINE,Solution Injectable,80mg/2ml,Bt 5,8.76,8.76,E,GENTAMICINE,N
308125,CIMEDINE Comp 400mg Bt 24,CIMEDINE,Comprimé,400mg,Bt 24,8.54,8.52,E,CIMETIDINE,N
302233,CINCOR 10 Comp Pell Sec 10 MG BT 90,CINCOR 10,Comprimé Pelliculé Sécable,10 MG,BT 90,31.33,24.66,E,BISOPROLOL,N
309034,CINCOR 10mg Comp pell  Sec Bt 30,CINCOR,Comprimé Pelliculé Sécable,10mg,Bt 30,14.91,8.22,E,BISOPROLOL,N
309070,CINCOR 2.5 Comp Pell Sec 2.5 mg  Bt 30,CINCOR 2.5,Comprimé Pelliculé Sécable,2.5 mg,Bt 30,7.33,5.4,E,BISOPROLOL,N
302494,CINCOR 5 MG COMP PELL SEC BT 30,CINCOR,Comprimé Pelliculé Sécable,5 MG,BT 30,7.205,6.42,E,BISOPROLOL,N
303808,CINKASA 500mg Suppo Bt 60,CINKASA,Suppositoire,500mg,Bt 60,62,52.44,E,MESALAZINE,N
301471,CINKASA Supp 500 MG Bt  15,CINKASA Supp,,500 MG,Bt  15,13.12,13.11,E,MESALAZINE,N
308359,CINODERM Pde Derm Tb 10gr,CINODERM,Pommade Dermique,,Tb 10gr,5.07,2.75,E,TRIAMCINOLONE+NEOMYCINE,N
300657,CIPRACTINE Comp 4mg Bt 30,CIPRACTINE,Comprimé,4mg,Bt 30,5.39,5.1,E,CYPROHEPTADINE,N
300546,CIPRO  Collyre 0.3% Fl 5ml,CIPRO,Collyre,,Fl 5ml,4.6,4.6,E,CIPROFLOXACINE,N
300646,CIPRO Comp 500mg Bt  14,CIPRO,Comprimé,500mg,Bt  14,12.31,9.156,E,CIPROFLOXACINE,N
300647,CIPRO Comp 750mg Bt  14,CIPRO,Comprimé,750mg,Bt  14,18.585,10.416,E,CIPROFLOXACINE,N
303506,CIPROCINE 500mg Comp Pell Séc Bt 14,CIPROCINE,Comprimé Pelliculé Sécable,500mg,Bt 14,9.34,9.156,E,CIPROFLOXACINE,N
303507,CIPROCINE 750mg Comp Pell Bt 14,CIPROCINE,Comprimé Pelliculé,750mg,Bt 14,10.43,10.416,E,CIPROFLOXACINE,N
309876,CIPRODAR Comp 500mg Bt  14,CIPRODAR,Comprimé,500mg,Bt  14,12.24,9.156,E,CIPROFLOXACINE,N
303267,CIPROFLEX 500 500mg Comp Pell Bt 28,CIPROFLEX 500,Comprimé Pelliculé,500mg,Bt 28,18.44,18.312,E,CIPROFLOXACINE,N
302379,CIPROFLEX 500 Comp Pell  500 MG BT 14,CIPROFLEX 500,Comprimé Pelliculé,500 MG,BT 14,11.47,9.156,E,CIPROFLOXACINE,N
302941,CIPROFLEX 750 750 MG Comp Pell BT 15,CIPROFLEX 750,Comprimé Pelliculé,750 MG,BT 15,11.16,11.16,E,CIPROFLOXACINE,N
300714,CIPROLON 500 mg comp.péll.séc.b/14,CIPROLON,Comprimé Sécable,500 mg,b/14,12.73,9.156,E,CIPROFLOXACINE,N
