CODE_PCT,NOM_COMMERCIAL,NAME_MAIN,FORM,STRENGTH,PACKAGE,PRIX_PUBLIC,TARIF_REFERENCE,CATEGORIE,DCI,AP
304172,ABBOTICINE Susp Or.200mg/5ml Fl 60ml,ABBOTICINE,Suspension Buvable,200mg/5ml,Fl 60ml,4.9,4.86,E,ERYTHROMYCINE,N
302500,ABILICARE 10 MG COMP BT 30,ABILICARE,Comprimé,10 MG,BT 30,109.675,109.65,E,ARIPIPRAZOLE,O
302501,ABILICARE 15 MG COMP BT 30,ABILICARE,Comprimé,15 MG,BT 30,123.445,123.42,E,ARIPIPRAZOLE,O
104756,ABILIFY Comp 10 mg Bt 28 ( Laboratoire  ABDI IBRAHIM),ABILIFY,Comprimé,10 mg,Bt 28,127.235,102.34,E,ARIPIPRAZOLE,O
104757,ABILIFY Comp 15 mg Bt 28 (Laboratoire  ABDI IBRAHIM),ABILIFY,Comprimé,15 mg,Bt 28,127.675,115.192,E,ARIPIPRAZOLE,O
101633,ABUFENE Comp 400mg Bt 30,ABUFENE,Comprimé,400mg,Bt 30,5.705,5.7,E,BETA-ALANINE,N
303134,ACARBOSE ADWYA 100mg Comp.Séc. Bt 90,ACARBOSE ADWYA,Comprimé Sécable,100mg,Bt 90,26.97,26.91,E,ACARBOSE,N
303133,ACARBOSE ADWYA 50mg Comp.Séc. Bt 90,ACARBOSE ADWYA,Comprimé Sécable,50mg,Bt 90,19.04,18.99,E,ACARBOSE,N
303001,ACARLYSE 100 mg Comp Bt 90,ACARLYSE,Comprimé,100 mg,Bt 90,32.955,26.91,E,ACARBOSE,N
303000,ACARLYSE 50 mg Comp B 90,ACARLYSE,Comprimé,50 mg,B 90,23.305,18.99,E,ACARBOSE,N
106764,ACETAZOLAMIDE 250mg Comp Bt 30,ACETAZOLAMIDE,Comprimé,250mg,Bt 30,10.79,3.12,E,ACETAZOLAMIDE,N
102592,ACETYLSALICYLATE DE LYSINE 500 mg p.p.i b/6+6,ACETYLSALICYLATE DE LYSINE,Poudre pour Préparation Injectable,500 mg,b/6+6,6.773,6.768,E,ACETYLSALICYLATE DE LYSINE,N
103463,ACETYLSALYCYLATE DE LYSINE LABESFAL Pdre P i nj 500 mg  VRAC,ACETYLSALYCYLATE DE LYSINE LABESFAL,Poudre,500 mg,VRAC,1.258,1.128,E,ACETYLSALICYLATE DE LYSINE,N
300933,ACICLOVIR OPALIA Comp 200mg Bt 30,ACICLOVIR OPALIA,Comprimé,200mg,Bt 30,44.255,30.81,E,ACICLOVIR,N
300122,ACICLOVIR OPALIA Crème derm 5% Tb 5gr,ACICLOVIR OPALIA,Crème Dermique,,Tb 5gr,9.92,6.135,I,ACICLOVIR,N
300258,ACICLOVIR Susp buv Fl 125ml,ACICLOVIR,Suspension Buvable,,Fl 125ml,51.19,17.5,E,ACICLOVIR,N
302932,ACIRYL 150 MG Gel BT 30,ACIRYL,Gélule,150 MG,BT 30,33.96,28.5,V,PREGABALINE,O
302931,ACIRYL 75 MG Gel BT 60,ACIRYL,Gélule,75 MG,BT 60,59.04,53.82,V,PREGABALINE,O
302488,ACIRYL Gelule 150 MG BT 60,ACIRYL,Gélule,150 MG,BT 60,67.72,57,V,PREGABALINE,O
302487,ACIRYL Gelule 75 MG  BT 15,ACIRYL,Gélule,75 MG,BT 15,15.485,13.455,V,PREGABALINE,O
302365,ACNETA  10 Gélule 10 MG BT 30,ACNETA  10,Gélule,10 MG,BT 30,18.085,18.06,I,ISOTRETINOINE,N
302486,ACNETA  20 Gelule 20 MG BT 10,ACNETA  20,Gélule,20 MG,BT 10,10.65,10.65,I,ISOTRETINOINE,N
302366,ACNETA  20 Gélule 20 MG BT 30,ACNETA  20,Gélule,20 MG,BT 30,32.24,31.95,I,ISOTRETINOINE,N
302485,ACNETA 10 Gelule 10 MG BT 10,ACNETA 10,Gélule,10 MG,BT 10,6.755,6.02,I,ISOTRETINOINE,N
302874,ACNETA 40 40 mg GEL. BT 10,ACNETA 40,Gélule,40 mg,BT 10,18.07,17.61,I,ISOTRETINOINE,N
302367,ACNETA 40 Gélule 40 MG BT 30,ACNETA 40,Gélule,40 MG,BT 30,52.85,52.83,I,ISOTRETINOINE,N
302364,ACNETA 5 Gélule 5 MG BT 30,ACNETA 5,Gélule,5 MG,BT 30,11.87,11.85,I,ISOTRETINOINE,N
302483,ACNETA 5 Gelule 5MG BT 10,ACNETA 5,Gélule,5MG,BT 10,4.72,3.95,I,ISOTRETINOINE,N
302164,ACTAFON  Comp Orodis 160 MG BT 12,ACTAFON,Comprimé Orodispersible,160 MG,BT 12,6.895,5.796,I,PHLOROGLUCINOL,N
301885,ACTAFON Comp Orodisper 80 MG BT 20,ACTAFON,Comprimé Orodispersible,80 MG,BT 20,5.48,4.92,I,PHLOROGLUCINOL,N
303745,ACTAFON SL 80mg Comp Orodisp BT 10,ACTAFON SL,Comprimé Orodispersible,80mg,BT 10,3.65,2.46,I,PHLOROGLUCINOL,N
303513,ACTALGINE 500mg Comp Bt 18,ACTALGINE,Comprimé,500mg,Bt 18,2.6,2.268,E,ACIDE ACETYLSALICYLIQUE,N
300138,ACTAPULGITE Enf et Ad Pdre/Susp Or 3gr Bt 16 sach,ACTAPULGITE Enf et Ad,Suspension Buvable,,Bt 16 sach,5.55,5.536,I,ATTAPULGITE DE MORMOIRON ACTIVEE,N
300137,ACTAPULGITE Nour. Pdre/Susp Or 1gr Bt 20sach,ACTAPULGITE Nour.,Suspension Buvable,,Bt 20sach,3.75,3.74,I,ATTAPULGITE DE MORMOIRON ACTIVEE,N
301918,ACTIP P  Gelule Gastro -resis 20 MG BT 16,ACTIP P,Gélule Gastro-Résistante,20 MG,BT 16,10.74,9.792,E,ESOMEPRAZOLE,N
302768,ACTIPP 20 mg GELULE GASTRO-RESISTANTE BT 28,ACTIPP,Gélule Gastro-Résistante,20 mg,BT 28,18.33,17.136,E,ESOMEPRAZOLE,N
302228,ACTIPP Gelule  Gastro-resis 40 MG BT 28,ACTIPP,Gélule Gastro-Résistante,40 MG,BT 28,35.995,20.44,E,ESOMEPRAZOLE,N
301869,ACTIPP Gelule Gastro-resis 40 MG BT 16,ACTIPP,Gélule Gastro-Résistante,40 MG,BT 16,21.92,11.68,E,ESOMEPRAZOLE,N
301868,ACTIPP Gelule Gastro-resistante  20 MG BT 8,ACTIPP,Gélule Gastro-Résistante,20 MG,BT 8,6.745,4.896,E,ESOMEPRAZOLE,N
102371,ACTONEL Comp 35mg Bt 4,ACTONEL,Comprimé,35mg,Bt 4,63.899,27.068,E,RISEDRONATE,O
301048,ACTOPRIL Comp Sec 25mg  Bt 60,ACTOPRIL,Comprimé Sécable,25mg,Bt 60,13.19,9.96,E,CAPTOPRIL,N
301362,ACTOPRIL Comp Sec 50 mg Bt 60,ACTOPRIL,Comprimé Sécable,50 mg,Bt 60,21.175,17.52,E,CAPTOPRIL,N
301049,ACTOPRIL Comp Sec 50mg Bt 30,ACTOPRIL,Comprimé Sécable,50mg,Bt 30,11.87,8.76,E,CAPTOPRIL,N
303143,ACTOZID 50mg/25mg Comp Séc Bt 30,ACTOZID,Comprimé Sécable,50mg/25mg,Bt 30,19.395,19.38,E,CAPTOPRIL+HYDROCHLORTHIAZIDE,N
101896,ACUPAN Amp inj 20mg Bt 5,ACUPAN,Solution Injectable,20mg,Bt 5,7.2,6.04,E,NEFOPAM,N
308076,ADALATE RETARD Comp 20mg Bt 20,ADALATE RETARD,Comprimé,20mg,Bt 20,8.125,7.24,E,NIFEDIPINE,N
300390,"ADEX Comp 2,5mg Bt 30",ADEX,Comprimé,"2,5mg",Bt 30,7.44,5.64,E,INDAPAMIDE,N
301500,ADEX LP 1.5 mg Comp L.P BT 30,ADEX LP,Comprimé à Libération Prolongée,1.5 mg,BT 30,7.44,5.4,E,INDAPAMIDE,N
302979,ADOFEN 20MG/ML Susp Buv FL 120 ML,ADOFEN,Suspension Buvable,20MG/ML,FL 120 ML,5.421,3.96,E,IBUPROFEN,N
302268,ADOL 1000 mg Comp Sec Bt 8,ADOL,Comprimé Sécable,1000 mg,Bt 8,3.11,2.336,E,PARACETAMOL,N
309040,ADOL 500mg comp Bt 15,ADOL,Comprimé,500mg,Bt 15,2.215,0.75,E,PARACETAMOL,N
302620,ADOL EXTRA 500 MG/65 MG Comp Pell BT 20,ADOL EXTRA,Comprimé Pelliculé,500 MG/65 MG,BT 20,3.775,2.62,E,PARACETAMOL+CAFEINE,N
301422,ADOLINE comp 500 MG BT 10,ADOLINE,Comprimé,500 MG,BT 10,0.755,0.5,E,PARACETAMOL,N
301423,ADOLINE comp 500 MG bt 20,ADOLINE,Comprimé,500 MG,bt 20,1.01,1,E,PARACETAMOL,N
301575,ADOLINE FORT Comp 400 MG/25 MG BT 20,ADOLINE FORT,Comprimé,400 MG/25 MG,BT 20,2.59,2.58,E,PARACETAMOL+CAFEINE,N
302605,ADONTAG 150 mg GEL. FL/14,ADONTAG,Gélule,150 mg,FL/14,16.395,13.3,V,PREGABALINE,O
302606,ADONTAG 150 mg GEL. FL/28,ADONTAG,Gélule,150 mg,FL/28,32.55,26.6,V,PREGABALINE,O
302608,ADONTAG 150 mg GEL. FL/56,ADONTAG,Gélule,150 mg,FL/56,63.185,53.2,V,PREGABALINE,O
303268,ADONTAG 150mg Gél Bt 18,ADONTAG,Gélule,150mg,Bt 18,21.01,17.1,V,PREGABALINE,O
303269,ADONTAG 150mg Gél Bt 30,ADONTAG,Gélule,150mg,Bt 30,34.86,28.5,V,PREGABALINE,O
303270,ADONTAG 150mg Gél Bt 60,ADONTAG,Gélule,150mg,Bt 60,67.44,57,V,PREGABALINE,O
302944,ADONTAG 75 MG Gel FL 14,ADONTAG,Gélule,75 MG,FL 14,14.1,12.558,V,PREGABALINE,O
302609,ADONTAG 75 mg GEL. fl/30,ADONTAG,Gélule,75 mg,fl/30,30.73,26.91,V,PREGABALINE,O
302888,ADYBREX 200mg GEL Bt 20,ADYBREX,Gélule,200mg,Bt 20,13.235,12.68,I,CELECOXIB,N
302251,ADYBREX Gel 200MG BT 30,ADYBREX,Gélule,200MG,BT 30,19.74,19.02,I,CELECOXIB,N
301894,ADYBREX Gelule 200 MG BT 10,ADYBREX,Gélule,200 MG,BT 10,8.44,6.34,I,CELECOXIB,N
105639,AERIUS 0.5mg/ml Sol Buv Fl 150ml,AERIUS,Solution Buvable,0.5mg/ml,Fl 150ml,19.995,6.75,E,DESLORATADINE,N
105640,AERIUS 5mg Comp Pell Bt 15 (ex 102212),AERIUS,Comprimé Pelliculé,5mg,Bt 15,10.67,4.845,E,DESLORATADINE,N
102703,"AERIUS Sirop 0,5mg/ml Fl 150ml",AERIUS,Sirop,"0,5mg/ml",Fl 150ml,20.97,6.75,E,DESLORATADINE,N
302518,AEROFOR Gel 12 µg  BT 30+Inhalateur,AEROFOR,Gélule,12 µg,BT 30+Inhalateur,19.08,15.99,E,FORMOTEROL,N
302519,AEROFOR Gel 12 µg  BT 60+Inhalateur,AEROFOR,Gélule,12 µg,BT 60+Inhalateur,35.195,31.98,E,FORMOTEROL,N
300858,AEROL Aérosol 100µg Fl 200,AEROL Aéro,Solution,100µg,Fl 200,7.37,5.8,E,SALBUTAMOL,N
302516,AERONIDE  Pdre P Inha Bucc 200 µg    BT 60 gélules+Inhalateur,AERONIDE,Poudre pour Inhalation,200 µg,BT 60 gélules+Inhalateur,13.5,13.5,E,BUDESONIDE,N
302517,AERONIDE  Pdre P Inha Bucc 400 µg    BT 60 gélules+Inhalateur,AERONIDE,Poudre pour Inhalation,400 µg,BT 60 gélules+Inhalateur,22.84,22.8,E,BUDESONIDE,N
302399,AFUCID Comp  250 MG BT 10,AFUCID,Comprimé,250 MG,BT 10,16.715,15.93,E,ACIDE FUSIDIQUE,N
302405,AFUCID Creme Derm 2 % TBE 15 GR,AFUCID,Crème Dermique,,TBE 15 GR,4.915,4.71,E,ACIDE FUSIDIQUE,N
301154,AFUSIDIC   Comp Pell 250 mg  ( EX AFUSIDIQUE) Bt 10,AFUSIDIC,Comprimé Pelliculé,250 mg,Bt 10,21.13,15.93,E,ACIDE FUSIDIQUE,N
301726,AFUSIDIC   Comp Pell 250 mg  ( EX AFUSIDIQUE) Bt 20,AFUSIDIC,Comprimé Pelliculé,250 mg,Bt 20,35.67,31.86,E,ACIDE FUSIDIQUE,N
300419,AFUSIDIC (EX AFUSIDIQUE  ) Pde Derm. 2% Tb 15gr,AFUSIDIC (EX AFUSIDIQUE  ),Pommade Dermique,,Tb 15gr,5.79,4.605,E,ACIDE FUSIDIQUE,N
300350,AFUSIDIC Crème 2% Tb 15gr ( EX  ACIDE FUSIDIQUE),AFUSIDIC,Crème,,Tb 15gr,5.69,4.71,E,ACIDE FUSIDIQUE,N
301113,AFUSIDIC PLUS 2% Crème Derm Tb 15gr,AFUSIDIC PLUS 2%,Crème Dermique,,Tb 15gr,5.79,5.04,E,BETAMETHASONE+ACIDE FUSIDIQUE,N
302875,AH-DEUX 20 mg COMP PELL BT 30,AH-DEUX,Comprimé Pelliculé,20 mg,BT 30,13.23,13.23,E,FAMOTIDINE,N
303083,AIRGIX (ex C-TOLERGE) 10 mg Comp Pell Bt 30,AIRGIX (ex C-TOLERGE),Comprimé Pelliculé,10 mg,Bt 30,9.645,7.5,E,CETIRIZINE,N
303082,AIRGIX (ex C-TOLERGE)10 mg Comp Pell Bt 10,AIRGIX (ex C-TOLERGE),Comprimé Pelliculé,10 mg,Bt 10,3.54,2.5,E,CETIRIZINE,N
302929,AIRGIX ex C-TOLERGE) 10mg Comp Pell BT 20,AIRGIX ex C-TOLERGE),Comprimé Pelliculé,10mg,BT 20,6.67,5,E,CETIRIZINE,N
303799,AIRYCORT 200ug Pdre P Inha Bucc en Gél Bt 60 + Inhalateur,AIRYCORT,Gélule,200ug,Bt 60 + Inhalateur,12.14,12.14,E,BUDESONIDE,N
303800,AIRYCORT 400ug Pdre P Inha Bucc en Gel Bt 60 + Inhalateur,AIRYCORT,Gélule,400ug,Bt 60 + Inhalateur,22.02,22.02,E,BUDESONIDE,N
505391,AKINETON LP 4 MG Comp Pell BT 50,AKINETON LP,Comprimé Pelliculé,4 MG,BT 50,24.881,24.6,E,BIPERIDENE,N
503911,AKINETON LP Comp Pell 4 MG BT 30,AKINETON LP,Comprimé Pelliculé,4 MG,BT 30,14.775,14.76,E,BIPERIDENE,N
107566,AKLONIL Comp Sec 2 mg Bt 40,AKLONIL,Comprimé Sécable,2 mg,Bt 40,3.182,2.92,V,CLONAZEPAM,N
301184,AKTONATE Comp Pell 35 mg  BT 4,AKTONATE,Comprimé Pelliculé,35 mg,BT 4,42.105,27.068,E,RISEDRONATE,O
301567,AKTONATE Comp Pell 35 mg Bt 12,AKTONATE,Comprimé Pelliculé,35 mg,Bt 12,89.94,81.204,E,RISEDRONATE,O
551459,ALBIOMIN 20% boite 1 flacon/50ml,ALBIOMIN 20% boite 1 flacon/,,50ml,,160.055,126.75,V,ALBUMINE HUMAINE PLASMATIQUE,N
551370,ALBUNORM Sol Inj P Perf 20% Bt 1FL/50 ml,ALBUNORM,Solution pour Perfusion,,Bt 1FL/50 ml,166.714,126.75,V,ALBUMINE HUMAINE PLASMATIQUE,N
309853,ALBUTOL Comp 2mg Bt 30,ALBUTOL,Comprimé,2mg,Bt 30,1.685,1.68,E,SALBUTAMOL,N
102159,ALDACTAZINE Comp 25mg Bt 30,ALDACTAZINE,Comprimé,25mg,Bt 30,10.902,10.89,E,SPIRONOLACTONE+ALTIZIDE,N
105054,ALDACTONE 50 MG COMP. SEC. BT 30,ALDACTONE,Comprimé Sécable,50 MG,BT 30,23.195,13.44,E,SPIRONOLACTONE,N
102332,ALDACTONE Comp 75mg Bt 30,ALDACTONE,Comprimé,75mg,Bt 30,19.825,16.53,E,SPIRONOLACTONE,N
101262,ALDALIX Gélule 20mg Bt 30,ALDALIX,Gélule,20mg,Bt 30,10.286,10.26,E,SPIRONOLACTONE+FUROSEMIDE,N
303059,ALERGOSONE 2mg Comp Disp Séc Bt 20,ALERGOSONE,Comprimé Sécable,2mg,Bt 20,7.68,7,E,BETAMETHASONE,N
300014,ALERGOSONE Gttes buv Fl 30ml,ALERGOSONE,Gouttes Buvables,,Fl 30ml,5.41,5.16,E,BETAMETHASONE,N
302892,ALEZINE 5 mg Comp. Orodisp. Bt 30,ALEZINE,Comprimé Orodispersible,5 mg,Bt 30,11.19,11.19,E,LEVOCETIRIZINE,N
302889,ALEZINE 5mg COMP ORODISP Bt 6,ALEZINE,Comprimé Orodispersible,5mg,Bt 6,4.28,2.238,E,LEVOCETIRIZINE,N
303642,ALEZINE 5mg Comp.Orodisp. Bt 15,ALEZINE,Comprimé Orodispersible,5mg,Bt 15,5.715,5.595,E,LEVOCETIRIZINE,N
301983,ALEZINE Comp Orodispersible 5 MG BT 18,ALEZINE,Comprimé Orodispersible,5 MG,BT 18,8.28,6.714,E,LEVOCETIRIZINE,N
303730,ALFACAPS 1 ug Caps. Molle Bt 30,ALFACAPS,,1 ug,Bt 30,38.74,38.73,E,ALFACALCIDOL,N
301606,ALGESIC Comp Sec 1000 MG BT  8,ALGESIC,Comprimé Sécable,1000 MG,BT  8,2.605,2.336,E,PARACETAMOL,N
301210,ALGESIC Comp Sec 500 mg Bt 20,ALGESIC,Comprimé Sécable,500 mg,Bt 20,2.365,1,E,PARACETAMOL,N
301607,ALGESIC EXTRA Comp Pell Sec 500 MG/65 MG BT 16,ALGESIC EXTRA,Comprimé Pelliculé Sécable,500 MG/65 MG,BT 16,3.205,2.096,E,PARACETAMOL+CAFEINE,N
303782,ALGESIC PEDIATRIQUE 3% Sol Buv Fl 90ml,ALGESIC PEDIATRIQUE 3%,Solution Buvable,,Fl 90ml,2.185,1.8,E,PARACETAMOL,N
303563,ALGETRA 37.5 mg/325 mg Comp Pell Bt 20,ALGETRA,Comprimé Pelliculé,37.5 mg/325 mg,Bt 20,4.49,4.48,E,TRAMADOL+PARACETAMOL,N
302413,ALGIBREX Gel 200 MG BT 30,ALGIBREX,Gélule,200 MG,BT 30,19.74,19.02,I,CELECOXIB,N
302359,ALGIBREX Gélule 200 MG BT 10,ALGIBREX,Gélule,200 MG,BT 10,8.855,6.34,I,CELECOXIB,N
302360,ALGIBREX Gélule 200 MG BT 20,ALGIBREX,Gélule,200 MG,BT 20,13.215,12.68,I,CELECOXIB,N
302919,ALGIDOL 1000 MG Comp Sec bt 8,ALGIDOL,Comprimé Sécable,1000 MG,bt 8,2.34,2.336,E,PARACETAMOL,N
302918,ALGIDOL 500mg COMP BT 16,ALGIDOL,Comprimé,500mg,BT 16,1.575,0.8,E,PARACETAMOL,N
302917,ALGIDOL EXTRA 500mg/65mg COMP PELL BT 16,ALGIDOL EXTRA,Comprimé Pelliculé,500mg/65mg,BT 16,2.21,2.096,E,PARACETAMOL+CAFEINE,N
100080,ALGISEDAL Comp 400mg/25 mg Bt 16,ALGISEDAL,Comprimé,400mg/25 mg,Bt 16,3.24,3.232,E,CODEINE+PARACETAMOL,N
308493,ALLERGAMINE 0.5 mg/5 ml Sirop Fl 125ml,ALLERGAMINE,Sirop,0.5 mg/5 ml,Fl 125ml,4.414,1.25,E,DEXCHLORPHENIRAMINE,N
300221,ALLERGICA  Comp 10mg  Bt 20,ALLERGICA,Comprimé,10mg,Bt 20,7.63,5,E,CETIRIZINE,N
300524,ALLERGICA  Comp 10mg Bt 10,ALLERGICA,Comprimé,10mg,Bt 10,5.49,2.5,E,CETIRIZINE,N
301380,ALLERGICA Comp 10 mg Bt 30,ALLERGICA,Comprimé,10 mg,Bt 30,12.13,7.5,E,CETIRIZINE,N
300220,ALLERGICA Sirop 0.1% Fl 150ml,ALLERGICA,Sirop,,Fl 150ml,9.335,6.3,E,CETIRIZINE,N
105626,ALLERGODIL 0.05% Collyre Fl 6 ml,ALLERGODIL 0.05%,Collyre,,Fl 6 ml,9.12,8.688,E,AZELASTINE,N
303793,ALLERGUS Comp Pell 5 mg Bt 15,ALLERGUS,Comprimé Pelliculé,5 mg,Bt 15,6.695,4.845,E,DESLORATADINE,N
303794,ALLERGUS Comp Pell 5 mg Bt 30,ALLERGUS,Comprimé Pelliculé,5 mg,Bt 30,11.75,9.69,E,DESLORATADINE,N
301902,ALLERGUS Comp Pell 5 MG BT 5,ALLERGUS,Comprimé Pelliculé,5 MG,BT 5,2.56,1.615,E,DESLORATADINE,N
301717,ALLERGUS Sirop 0.5 MG/ML FL 150 ML,ALLERGUS,Sirop,0.5 MG/ML,FL 150 ML,10.565,6.75,E,DESLORATADINE,N
309032,ALLERGYFAST (ex FENADEX) 120mg Comp Pell Bt 15,ALLERGYFAST (ex FENADEX),Comprimé Pelliculé,120mg,Bt 15,7.655,7.65,E,FEXOFENADINE,N
309031,ALLERGYFAST (ex FENADEX) 180mg Comp Pell Bt 15,ALLERGYFAST (ex FENADEX),Comprimé Pelliculé,180mg,Bt 15,8,7.995,E,FEXOFENADINE,N
301937,ALLERGY-STOP Comp Pell 5 MG BT 15,ALLERGY-STOP,Comprimé Pelliculé,5 MG,BT 15,7.315,5.595,E,LEVOCETIRIZINE,N
302081,ALLERGY-STOP Comp Pell BT 30,ALLERGY-STOP,Comprimé Pelliculé,,BT 30,11.765,11.19,E,LEVOCETIRIZINE,N
301618,ALLERTEC Comp Sec 10 mg BT 15,ALLERTEC,Comprimé Sécable,10 mg,BT 15,7.635,3.75,E,CETIRIZINE,N
301742,ALLERTEC Comp Sec 10 MG BT 30,ALLERTEC,Comprimé Sécable,10 MG,BT 30,10.9,7.5,E,CETIRIZINE,N
301743,ALLERTEC Comp Sec 10 mg BT 7,ALLERTEC,Comprimé Sécable,10 mg,BT 7,3.625,1.75,E,CETIRIZINE,N
303037,ALLORIC 100mg Comp Bt 30,ALLORIC,Comprimé,100mg,Bt 30,6.82,5.7,E,ALLOPURINOL,N
303703,ALOPIA 5mg Comp Pell Bt 28,ALOPIA,Comprimé Pelliculé,5mg,Bt 28,36.99,36.988,I,FINASTERIDE,N
302117,ALPHACOL Collyre 0.2 % BT 30 ophtadoses/0.3 ml,ALPHACOL,Collyre,,BT 30 ophtadoses/0.3 ml,15.785,15.785,E,BRIMONIDINE,N
302118,ALPHACOL FREE Collyre 0.2 % FL 5 ML,ALPHACOL FREE,Collyre,,FL 5 ML,17.755,15.785,E,BRIMONIDINE,N
101882,ALPHAGAN Collyre 0.2% Fl 5ml,ALPHAGAN,Collyre,,Fl 5ml,21.06,15.785,E,BRIMONIDINE,N
302822,ALPHA-GLUCOFF 100 mg COMP. BT 90,ALPHA-GLUCOFF,Comprimé,100 mg,BT 90,30.23,26.91,E,ACARBOSE,N
302821,ALPHA-GLUCOFF 50 mg COMP. BT 90,ALPHA-GLUCOFF,Comprimé,50 mg,BT 90,21.28,18.99,E,ACARBOSE,N
105085,ALPRESS LP Comp 2.5mg Bt 30,ALPRESS LP,Comprimé,2.5mg,Bt 30,12.472,12.45,E,PRAZOSINE,N
105086,ALPRESS LP Comp 5mg Bt 30,ALPRESS LP,Comprimé,5mg,Bt 30,20.982,20.97,E,PRAZOSINE,N
300707,ALZOR 2% collyre Fl 5 ml,ALZOR 2%,Collyre,,Fl 5 ml,19.39,19.39,E,DORZOLAMIDE,N
301975,ALZOR 3 M Collyre  FL 5 ML,ALZOR 3 M,Collyre,,FL 5 ML,19.39,19.39,E,DORZOLAMIDE,N
302753,AMANTEX 100 MG Gel BT 50,AMANTEX,Gélule,100 MG,BT 50,20.69,20.65,E,AMANTADINE,N
300845,AMAREL 1mg comp Bt 30,AMAREL,Comprimé,1mg,Bt 30,12.075,4.2,E,GLIMEPIRIDE,N
300846,AMAREL 2mg comp séc  Bt 30,AMAREL,Comprimé Sécable,2mg,Bt 30,18.9,6.96,E,GLIMEPIRIDE,N
300847,AMAREL 3mg comp Bt 30,AMAREL,Comprimé,3mg,Bt 30,22.635,8.37,E,GLIMEPIRIDE,N
300848,AMAREL 4mg comp séc  Bt 30,AMAREL,Comprimé Sécable,4mg,Bt 30,26.095,9.75,E,GLIMEPIRIDE,N
301281,AMAREL Comp 6 mg Bt 30,AMAREL,Comprimé,6 mg,Bt 30,27.85,10.8,E,GLIMEPIRIDE,N
301341,AMIOCARD Comp Sec 200 mg Bt 30,AMIOCARD,Comprimé Sécable,200 mg,Bt 30,7.715,7.71,E,AMIODARONE,N
302417,AMIPRIDE 200 Comp Pell 200 MG BT 30,AMIPRIDE 200,Comprimé Pelliculé,200 MG,BT 30,34.765,32.88,E,AMISULPRIDE,O
302419,AMIPRIDE 400 Comp Pell Sec 400 MG BT 30,AMIPRIDE 400,Comprimé Pelliculé Sécable,400 MG,BT 30,81.75,64.5,E,AMISULPRIDE,O
302431,AMLODEP Comp 5 MG BT 30,AMLODEP,Comprimé,5 MG,BT 30,12.89,8.4,E,AMLODIPINE,N
302432,AMLODEP Comp 5 MG BT 60,AMLODEP,Comprimé,5 MG,BT 60,18.46,16.8,E,AMLODIPINE,N
301102,AMLODIPINE ( EX WINTHROP) ZENTIVA  Comp Sec 5mg Bt 30,AMLODIPINE ( EX WINTHROP) ZENTIVA,Comprimé Sécable,5mg,Bt 30,15.32,8.4,E,AMLODIPINE,N
302970,AMLODIPINE MEDIS 10MG Comp Pell Sec BT30,AMLODIPINE MEDIS,Comprimé Pelliculé Sécable,10MG,,13.215,11.76,E,AMLODIPINE,N
302971,AMLODIPINE MEDIS 10MG Comp Pell Sec BT90,AMLODIPINE MEDIS,Comprimé Pelliculé Sécable,10MG,,37.37,35.28,E,AMLODIPINE,N
302968,AMLODIPINE MEDIS 5MG Comp Pell Sec BT30,AMLODIPINE MEDIS,Comprimé Pelliculé Sécable,5MG,,9.08,8.4,E,AMLODIPINE,N
302969,AMLODIPINE MEDIS 5MG Comp Pell Sec BT90,AMLODIPINE MEDIS,Comprimé Pelliculé Sécable,5MG,,25.4,25.2,E,AMLODIPINE,N
301103,AMLODIPINE ZENTIVA  (EX WINTHROP ) Comp Sec 10mg Bt 30,AMLODIPINE ZENTIVA  (EX WINTHROP ),Comprimé Sécable,10mg,Bt 30,23.115,11.76,E,AMLODIPINE,N
300741,AMLODIS 10 mg comp.Bt/30,AMLODIS,Comprimé,10 mg,Bt/30,21.9,11.76,E,AMLODIPINE,N
301621,AMLODIS Comp 10 MG BT 90,AMLODIS,Comprimé,10 MG,BT 90,40.515,35.28,E,AMLODIPINE,N
301360,AMLODIS Comp 5 mg Bt 90,AMLODIS,Comprimé,5 mg,Bt 90,30.08,25.2,E,AMLODIPINE,N
300484,AMLODIS Comp 5mg Bt 30,AMLODIS,Comprimé,5mg,Bt 30,15.785,8.4,E,AMLODIPINE,N
300893,AMLODIS Comp 5mg Bt 60,AMLODIS,Comprimé,5mg,Bt 60,21.9,16.8,E,AMLODIPINE,N
300792,AMLOR 5 mg comp.Bt 60,AMLOR,Comprimé,5 mg,Bt 60,35.43,16.8,E,AMLODIPINE,N
300483,AMLOR Comp  5mg Bt 15,AMLOR,Comprimé,5mg,Bt 15,12.74,4.2,E,AMLODIPINE,N
301279,AMLOR Comp 5 mg BT 90,AMLOR,Comprimé,5 mg,BT 90,53.025,25.2,E,AMLODIPINE,N
300238,AMLOR Comp 5mg Bt 30,AMLOR,Comprimé,5mg,Bt 30,26.05,8.4,E,AMLODIPINE,N
301492,AMLOR Gelule 10 MG Bt 30,AMLOR,Gélule,10 MG,Bt 30,24.905,11.76,E,AMLODIPINE,N
303136,AMLOTENS 10mg Gél. Bt 30,AMLOTENS,Gélule,10mg,Bt 30,12.865,11.76,E,AMLODIPINE,N
303138,AMLOTENS 10mg Gél. Bt 90,AMLOTENS,Gélule,10mg,Bt 90,35.34,35.28,E,AMLODIPINE,N
