NAME_MAIN,STRENGTH,FORM,PACKAGE,DCI,LABO,PAYS,CODE_PCT,DATE AMM,G/P
CIPROJECT,400 mg/200ml,Solution injectable pour perfusion,poche/200 ml,CIPROFLOXACINE,UNIMED,Tunisie,9093752H,2015-03-30,Générique
CIPROJECT,200 mg//100ml,Solution injectable pour perfusion,poche/100 ml,CIPROFLOXACINE,UNIMED,Tunisie,9093751H,2012-10-17,Générique
CIPROJECT,200 mg//100ml,Solution injectable pour perfusion,poche multicouche/100 ml,CIPROFLOXACINE,UNIMED,Tunisie,9093753H,2018-10-03,Générique
CIPROLON 500,500 MG,Comprimé pelliculé sécable,B/10,CIPROFLOXACINE,IBN AL BAYTAR,Tunisie,9073211,1999-10-21,Générique
CIPROLON 500,500 mg,Comprimé pelliculé sécable,B/14,CIPROFLOXACINE,IBN AL BAYTAR,Tunisie,9073212,2005-07-30,Générique
CIPROLON 750,750 MG,Comprimé pelliculé sécable,B/14,CIPROFLOXACINE,IBN AL BAYTAR,Tunisie,9073214,2010-12-15,Générique
CIPROSAIPH,500 mg,Comprimé pelliculé sécable,B/14,CIPROFLOXACINE,SAIPH,Tunisie,9163681,2008-01-23,Générique
CIRCULAID LP 400,400 mg,Comprimé à libération prolongée,B/30,PENTOXYFYLLINE,SAIPH,Tunisie,9163641,2007-10-09,Générique
CISA INJECT,2 mg/ml,Solution injectable,B/5 AMP/5 ML,CISATRACURIUM,STERIPHARM,Tunisie,9443131H,2022-12-22,Générique
CISATRACURIUM SAIPH,2 mg/ml,Solution injectable,B/5 AMP/5 ML,CISATRACURIUM,SAIPH,Tunisie,9164061H,2018-07-04,Générique
CISATREX,2 mg/ml,Solution injectable,B/5 AMP/5 ML,CISATRACURIUM,LES LABORATOIRES MEDIS,Tunisie,9233711H,2014-05-14,Générique
CISATREX FORT,5mg/ml,Solution injectable,B/1FL/30 ML,CISATRACURIUM,LES LABORATOIRES MEDIS,Tunisie,9233712H,2019-04-01,Générique
CISPLATIN-EBEWE,10 MG,Solution injectable,FL/20ML,CISPLATINE,EBEWE Pharma,AUTRICHE,6943042H,1998-05-26,Générique
CISPLATIN-EBEWE,50 MG,Solution injectable,FL/100ML,CISPLATINE,EBEWE Pharma,AUTRICHE,6943043H,1998-05-26,Générique
CISPLATINE VIATRIS,25 MG,Solution injectable,B/1FL/25ML,CISPLATINE,VIATRIS SANTE,FRANCE,4923021H,2001-04-07,Générique
CITROSYL,,Solution externe,FL/120ML,ALKYLAMINOETHYLGLYCINE,OPALIA PHARMA,Tunisie,9023061,1990-03-12,Générique
CLAMOXYL.,125 MG,Poudre pour suspension orale,FL/60 ML,AMOXICILLINE,ADWYA,Tunisie,9043154,1991-09-23,Princeps
CLARANTIN,100 MG,Gélule,B/20,NAFTIDROFURYL,MEDOCHEMIE LTD,CHYPRE,6973023,2009-06-02,Générique
CLARIREC,500 mg,Comprimé pelliculé,B/14,CLARITHROMYCINE,OPALIA PHARMA,Tunisie,9024291,2024-04-22,Générique
CLARISCAN,0.5mmol/ml,Solution injectable,B/10FL/15 ML,ACIDE GADOTERIQUE,GE HEALTHCARE AS NORVEGE,NORVEGE,2453052H,2022-09-09,Générique
CLARISCAN,0.5mmol/ml,Solution injectable,B/10FL/10 ML,ACIDE GADOTERIQUE,GE HEALTHCARE AS NORVEGE,NORVEGE,2453053H,2022-09-09,Générique
CLARISCAN,0.5mmol/ml,Solution injectable,B/10FL/20 ML,ACIDE GADOTERIQUE,GE HEALTHCARE AS NORVEGE,NORVEGE,2453051H,2022-09-09,Générique
CLARITHRO 250,250 MG,Comprimé pelliculé,B/10,CLARITHROMYCINE,SIPHAT,Tunisie,9003762,2004-03-01,Générique
CLAROCIN,250 MG,Comprimé pelliculé,B/14,CLARITHROMYCINE,TERIAK,Tunisie,9253431,2007-09-03,Générique
CLAVEPEN,1000 mg/100 mg,Pdre p.prep.injectable,B/1 flacon,AMOXICILLINE+ACIDE CLAVULANIQUE,LABESFAL - Laboratorios Almiro S.A,PORTUGAL,4333072,2014-02-20,Générique
CLAVEPEN,2000 mg/200 mg,Pdre p.prep.injectable,B/1 flacon,AMOXICILLINE+ACIDE CLAVULANIQUE,LABESFAL - Laboratorios Almiro S.A,PORTUGAL,4333071,2014-02-20,Générique
CLAVEPEN,500 MG/50 MG,Pdre p.prep.injectable,B/50 FL+50 S/10 ML,AMOXICILLINE+ACIDE CLAVULANIQUE,LABESFAL - Laboratorios Almiro S.A,PORTUGAL,4333074,2014-02-20,Générique
CLAVEPEN,1000 mg/200 mg,Pdre p.prep.injectable,B/50 flacons+50 S/20 ml,AMOXICILLINE+ACIDE CLAVULANIQUE,LABESFAL - Laboratorios Almiro S.A,PORTUGAL,4333073,2014-02-20,Générique
CLAVOR (8/1),1g/125mg,Poudre pour suspension orale,B/24 sachets,AMOXICILLINE+ACIDE CLAVULANIQUE,SAIPH,Tunisie,9163468,2010-10-21,Générique
CLAVOR 100 MG/12.5MG/ML,,Poudre pour suspension orale,FL/60 ml+ pipette,AMOXICILLINE+ACIDE CLAVULANIQUE,SAIPH,Tunisie,9163464,2005-08-27,Générique
CLAVOR 500 (1:8),500 mg/62.5mg,Comprimé pelliculé,B/120,AMOXICILLINE+ACIDE CLAVULANIQUE,SAIPH,Tunisie,9163466H,2006-07-26,Générique
CLAVOR 500 (1:8),500 mg/62.5mg,Comprimé pelliculé,B/24,AMOXICILLINE+ACIDE CLAVULANIQUE,SAIPH,Tunisie,9163462,2005-05-25,Générique
CLAVOR 500 (1:8),500 mg/62.5mg,Comprimé pelliculé,B/16,AMOXICILLINE+ACIDE CLAVULANIQUE,SAIPH,Tunisie,9163463,2005-05-25,Générique
CLAVUMOX NOURRISSON,100 mg/12.5 mg/ml,Poudre pour suspension orale,FL/30ML,AMOXICILLINE+ACIDE CLAVULANIQUE,GALPHARMA,Tunisie,9223671,2023-04-11,Générique
CLEDOS,800 mg,Comprimé pelliculé sécable,FL/100,CLODRONATE,WEST PHARMA,Tunisie,9293132,2016-06-02,Générique
CLEDOS,400 mg,Gélule,B/50,CLODRONATE,WEST PHARMA,Tunisie,9293131,2008-06-25,Générique
CLENIL,50 µG,Aérosol,FL/200DOSES,BECLOMETASONE,CHIESI FARMACEUTICI S.p.A,ITALIE,7133011,1991-10-07,Princeps
CLENIL 250 µG,250 µG,Aérosol,FL/200 DOSES,BECLOMETASONE,CHIESI FARMACEUTICI S.p.A,ITALIE,7133012,1997-12-05,Princeps
CLENIL PULVINAL,200 mcg/dose,Poudre pour inhalation buccale,FL/100 doses,BECLOMETASONE,CHIESI FARMACEUTICI S.p.A,ITALIE,7133014,2006-02-15,Princeps
CLENIL PULVINAL,400 mcg/doses,Poudre pour inhalation buccale,FL/100 doses,BECLOMETASONE,CHIESI FARMACEUTICI S.p.A,ITALIE,7133015,2006-02-15,Princeps
CLENIL PULVINAL,100 mcg/dose,Poudre pour inhalation buccale,FL/100 doses,BECLOMETASONE,CHIESI FARMACEUTICI S.p.A,ITALIE,7133013,2006-02-15,Princeps
CLINDAMYCINE KABI,600 mg/4ml,Solution injectable,B/5Ampoules/4 ml,CLINDAMYCINE,FRESENIUS KABI FRANCE,FRANCE,3153131H,2017-03-16,Générique
CLIP,0.5%,Sirop,FL/150 ML,CHLOROQUINE,OPALIA PHARMA,Tunisie,9023491,1998-07-16,Générique
CLIPTOL,5%,Gel dermique,Tube/50 g,IBUPROFEN+MENTHOL,PIERRE FABRE MEDICAMENT PRODUCTION TUNISIE,Tunisie,ST9323231,2025-11-03,Princeps
CLIPTOL,5%,Gel dermique,Tube/50 gr,IBUPROFEN+MENTHOL,PIERRE FABRE MEDICAMENT .,FRANCE,6063301,2008-12-16,Princeps
CLOBEVATE,0.05%,Gel dermique,T/45 GR,CLOBETASOL,SIPHAT,Tunisie,9003832,2006-02-04,Générique
CLOBEVATE,0.05%,Gel dermique,T/15 GR,CLOBETASOL,SIPHAT,Tunisie,9003831,2006-02-04,Générique
CLOMIPRAMINE (CHLORHYDRATE) MYLAN,10 MG,Comprimé pelliculé,B/60,CLOMIPRAMINE,MYLAN S.A.S,FRANCE,4923012,2004-01-31,Générique
CLOMIPRAMINE (CHLRHYDRATE) VIATRIS,25 MG,Comprimé pelliculé,B/50,CLOMIPRAMINE,VIATRIS SANTE,FRANCE,4923011,2001-05-02,Générique
CLOPRAME,0.1%,Sirop,FL/130ML,METOCLOPRAMIDE,LAPROPHAN,Maroc,6795093,1991-10-07,Générique
CLOXACIL,250 MG,Gélule,B/120,CLOXACILLINE,SAIPH,Tunisie,9163171,1998-08-19,Générique
CLOXACIL,250 MG,Gélule,B/12,CLOXACILLINE,SAIPH,Tunisie,9163172,2005-07-23,Générique
CO-TAZAR,80 mg/12.5mg,Comprimé pelliculé,B/30,VALSARTAN+HYDROCHLOROTHIAZIDE,PHARMAGHREB,Tunisie,9013873,2015-09-17,Générique
CO-TAZAR,160 mg/25 mg,Comprimé pelliculé,B/30,VALSARTAN+HYDROCHLOROTHIAZIDE,PHARMAGHREB,Tunisie,9013874,2015-09-18,Générique
CO-TAZAR,80 mg/12.5mg,Comprimé pelliculé,B/90,VALSARTAN+HYDROCHLOROTHIAZIDE,PHARMAGHREB,Tunisie,9013877,2016-12-22,Générique
CO-TAZAR,160 mg/25 mg,Comprimé pelliculé,B/90,VALSARTAN+HYDROCHLOROTHIAZIDE,PHARMAGHREB,Tunisie,9013878,2016-12-22,Générique
CO-TENSOPRIL,50 mg/25 mg,Comprimé,B/30,CAPTOPRIL+HYDROCHLORTHIAZIDE,DAR-ESSAYDALI.,Tunisie,9213065,2016-07-12,Générique
CO-ZARTEG,160 mg/25 mg,Comprimé pelliculé,B/30,VALSARTAN+HYDROCHLOROTHIAZIDE,ADWYA,Tunisie,9044218,2017-03-02,Générique
CO-ZARTEG,160 mg/25 mg,Comprimé pelliculé,B/90,VALSARTAN+HYDROCHLOROTHIAZIDE,ADWYA,Tunisie,9044219,2017-03-02,Générique
COCCULINE,,Comprimé orodispersible,B/40,COCCULUS+NUX VOMICA+TABACUM,BOIRON,FRANCE,6873621,2010-08-05,Princeps
COCYNTAL,,Solution buvable,B/30 doses,CARBO VEGETABILIS + COLOCYNTHIS + CUPRUM METALLICUM,BOIRON,FRANCE,6873651,2025-05-27,Princeps
COLCHICUM-DISPERT,0.5 mg,Comprimé pelliculé,B/50,COLCHICINE,RECODATI ILAC SANYI VE TICARET A.S,TURQUIE,24273011,2025-03-19,Princeps
COLIXIN,1.000.000 U.I,Poudre pour solution injectable ou pour inhalation par nébuliseur,B/30,COLISTIMETHATE SODIQUE,"Pharmis Biofamaceutica,Lda",PORTUGAL,22403011H,2025-12-18,Princeps
COLLUXID,0.1%,Solute buccal,FL/120 ML,CHLORHEXIDINE,OPALIA PHARMA,Tunisie,9023081,1992-01-09,Générique
COLOCALM INJECT,40 mg/ 0.04 mg,Solution injectable,B/6 amp/4ml,PHLOROGLUCINOL+TRIMETHYLPHLOROGLUCINOL,STERIPHARM,Tunisie,9443161,2023-04-11,Générique
COLOPRIV GÉ,200 mg,Gélule,B/30,MEBEVERINE,EXPANSCIENCE,FRANCE,6133041,2007-07-21,Princeps
COLPRONE 5,5 MG,Comprimé,B/20,MEDROGESTONE,NEURAXPHARM FRANCE,FRANCE,2923031,2007-07-18,Princeps
COMBICILLIN 3:2,1 MUI,Pdre p.prep.injectable,B/10 sans solvant,BIPENICILLINE,BALKANPHARMA-RAZGRAD AD,BULGARIE,4663041,2002-01-23,Générique
COMBICOL,0.6 MG/0.3 ML //1.5 MG/0.3 ML,Solution ophtalmique,B/30 unidoses /0.3 ml,TARTRATE DE BRIMONIDINE+TIMOLOL,UNIMED,Tunisie,9094091,2023-03-01,Générique
COMINARTY,10 µg,Suspension injectable,B/10 doses de 0.2ml,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,Allemagne,24893016EP,2022-09-15,Princeps
COMINARTY,10 µg,Suspension injectable,B/195,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,Allemagne,24893017EP,2022-09-15,Princeps
COMIRNATY,30 µg,Suspension injectable,B/195 Flacons,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,Allemagne,24893012EP,2021-03-17,Princeps
COMIRNATY (Tri/Sucrose),30 µg /0.3ml,Suspension injectable,B/195,5 Capped mRNA encoding full length SARS-COV-2 Spike protein,BioNtech Manufacturing GmbH,Allemagne,24893018EP,2022-09-15,Princeps
COMIRNATY OMICRON XBB.1.5,30 µg,Suspension injectable,B/10Flacons multidoses,RAXTOZINAMERAN,BioNtech Manufacturing GmbH,Allemagne,24893023EP,2023-11-03,Princeps
COMIRNATY OMICRON XBB.1.5,30 µg,Suspension injectable,B/195 Flacons multidoses,RAXTOZINAMERAN,BioNtech Manufacturing GmbH,Allemagne,24893021EP,2023-11-03,Princeps
COMIRNATY OMICRON XBB.1.5,30 µg,Suspension injectable,B/10 Flacons unidoses,RAXTOZINAMERAN,BioNtech Manufacturing GmbH,Allemagne,24893022EP,2023-11-03,Princeps
CONNETTIVINA,4 mg,Compresse imprégnée stérile,B/10/10X20 cm,HYALURONATE DE SODIUM,FIDIA Farmaceutici SpA,ITALIE,7883024,2010-07-26,Princeps
CONNETTIVINA,2 mg,Compresse imprégnée stérile,B/10 /10X10 cm,HYALURONATE DE SODIUM,FIDIA Farmaceutici SpA,ITALIE,7883023,2010-07-26,Princeps
CONNETTIVINA,0.2%,Creme dermique,T/15g,HYALURONATE DE SODIUM,FIDIA Farmaceutici SpA,ITALIE,7883021,2010-07-26,Princeps
CONNETTIVINA PLUS,,Compresse imprégnée stérile,B/10/10cmx10cm,HYALURONATE DE SODIUM+SULFADIAZINE D'ARGENT,FIDIA Farmaceutici SpA,ITALIE,7883025,2010-07-26,Princeps
CONNETTIVINA PLUS,,Creme dermique,T/25 gr,HYALURONATE DE SODIUM+SULFADIAZINE D'ARGENT,FIDIA Farmaceutici SpA,ITALIE,7883022,2010-07-26,Princeps
CONTRATHION,2%,Pdre p.prep.injectable,B/10+Solvant de de 10ml,PRALIDOXIME,SERB,FRANCE,7273011H,1992-02-04,Princeps
COOLMETEC,40 mg/12.5 mg,Comprimé pelliculé,B/30,OLMESARTAN MEDOXOMIL+HYDROCHLOROTHIAZIDE,DAIICHI SANKYO FRANCE S.A.S,FRANCE,12803043,2014-01-15,Princeps
COOLMETEC,40 mg/25mg,Comprimé pelliculé,B/30,OLMESARTAN MEDOXOMIL+HYDROCHLOROTHIAZIDE,DAIICHI SANKYO FRANCE SAS,FRANCE,12803044,2014-01-08,Princeps
COOLMETEC,20 mg/12.5 mg,Comprimé pelliculé,B/30,OLMESARTAN MEDOXOMIL+HYDROCHLOROTHIAZIDE,DAIICHI SANKYO FRANCE SAS,FRANCE,12803041,2007-04-14,Princeps
COOLMETEC,20 mg/25mg,Comprimé pelliculé,B/30,OLMESARTAN MEDOXOMIL+HYDROCHLOROTHIAZIDE,DAIICHI SANKYO FRANCE SAS,FRANCE,12803042,2007-04-14,Princeps
CORICIDE LE DIABLE,12.5%,Solution externe,FL/4 GR,ACIDE SALICYLIQUE+COLLODION,SODIA,FRANCE,4173011,2001-07-23,Princeps
CORICIDE VERRUCIDE LIQUIDE,10g/100g,Solution externe,FL/5 ML + Applicateur,ACIDE SALICYLIQUE+COLLODION,PHARMAGHREB,Tunisie,9013021,1989-07-18,Générique
CORNEREGEL,5%,Gel ophtalmique,Tube/10 gr,DEXPANTHENOL,Dr GERHARD MANN,Allemagne,2743021,2015-05-05,Princeps
CORONAVAC,0.5 ml/ dose,Suspension injectable,B/01 FL,INACTIVATED VACCINE AGAINST SARS-COV2,SINOVAC LIFE SCIENCES CO.LTD,Chine,25403011EP,2021-03-04,Princeps
CORONAVAC,0.5 ml/ dose,Suspension injectable,B/01 Seringue pré-remplie,INACTIVATED VACCINE AGAINST SARS-COV2,SINOVAC LIFE SCIENCES CO.LTD,Chine,25403012EP,2021-03-04,Princeps
CORONAVAC,0.5 ml/ dose,Suspension injectable,B/01 FL/2 doses,INACTIVATED VACCINE AGAINST SARS-COV2,SINOVAC LIFE SCIENCES CO.LTD,Chine,25403013EP,2021-08-05,Princeps
CORTEF 10,10 mg,Comprimé sécable,FL/100,HYDROCORTISONE,PFIZER CANADA ULC.,Canada,10763011,2009-11-25,Princeps
CORTEMA 0.01,0.01%,Pommade dermique,T/20 GR,FLUOCINONIDE,PHARMADERM,Tunisie,9053047,2010-11-25,Générique
CORTEMA 0.01,0.01%,Pommade dermique,T/50 GR,FLUOCINONIDE,PHARMADERM,Tunisie,9053041,1992-06-03,Générique
CORTEMA GEL,0.025%,Gel dermique,T/30 GR,FLUOCINONIDE,PHARMADERM,Tunisie,9053046,2004-02-04,Générique
CORTIDEX,0.1%,Creme dermique,T/30 GR,MOMETASONE,PHARMADERM,Tunisie,9053331,2019-11-26,Générique
CORTIDEX,0.1%,Pommade dermique,T/30 g,MOMETASONE,PHARMADERM,Tunisie,9053332,2019-11-28,Générique
CORTIDEX,50 µg,Suspension nasale,Bte/1Fl /120 doses,MOMETASONE,PHARMADERM,Tunisie,9053333,2025-03-25,Générique
CORTIMENT MMX,9 MG,Comprimé à libération prolongée,B/20,BUDESONIDE,FERRING ARZNEIMITTEL GmbH,Allemagne,16143011,2018-10-18,Princeps
CORTIS 250 µG,250 µg,Suspension pour inhalation,FL/200 Doses,BECLOMETASONE,BERG LIFE SCIENCES,Tunisie,9283021,2007-05-30,Générique
CORYZALIA,,Solution buvable,B/20 unidoses/1ml,ALLIUM CEPA+BELLADONA...,BOIRON,FRANCE,6873043,2022-11-15,Princeps
CORYZALIA,,Comprimé orodispersible,B/40,ALLIUM CEPA+BELLADONA...,BOIRON,FRANCE,6873041B,1990-06-16,Princeps
COSENTYX SensoReady,150 MG/ML,Solution injectable,B/2 Stylos pré_remplis,SECUKINUMAB,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283451H,2023-10-05,Princeps
COTRIM,240 MG/5ML,Suspension buvable,FL/100 ML,SULFAMETHOXAZOLE,LAPROPHAN,Maroc,6795033,2002-05-21,Générique
COTRIMOXAZOLE OPALIA,240 mg/5 ml,Suspension buvable,FL/100 ML,COTRIMOXAZOLE,OPALIA PHARMA,Tunisie,9023571,2000-01-17,Générique
COVALSAR,80 mg/12.5 mg,Comprimé pelliculé,B/28,VALSARTAN+HYDROCHLOROTHIAZIDE,TERIAK,Tunisie,9253791,2014-09-23,Générique
COVALSAR,160 mg/25 mg,Comprimé pelliculé,B/28,VALSARTAN+HYDROCHLOROTHIAZIDE,TERIAK,Tunisie,9253792,2014-08-18,Générique
COVATINE,50 MG,Comprime enrobé,B/45,CAPTODIAMINE,BAILLY-CREAT,FRANCE,5023021,1994-01-19,Princeps
COVID-19 VACCINE AstraZeneca,,Solution injectable,Flacons multidoses de 5 ml (0.5 ml/dose),vaccin recombinant à base d'adénovirus anti-COVID-19,AstraZeneca AB SUEDE,SUEDE,8233061EP,2021-07-07,Princeps
COVID-19 VACCINE MODERNA,0.5ml/dose,Suspension injectable,B/1FL/10 doses/0.5ml,ARNM CODANT LA PROTÉINE SPIKE (S) VIRALE DU SARS-COV-2,"MODERNA BIOTECH SPAIN ,S.L",ESPAGNE,25993011EP,2021-06-25,Princeps
COVID-19 VACCINE MODERNA,0.2mg/ml,Suspension injectable,B/1FL/15 doses,ARNM CODANT LA PROTÉINE SPIKE (S) VIRALE DU SARS-COV-2,"MODERNA BIOTECH SPAIN ,S.L",ESPAGNE,25993012EP,2021-12-15,Princeps
"COVID-19-VACCINE (Vero Cell),Inactivated",0.5ml/dose,Suspension injectable,B/1 seringue pré-remplie,INACTIVATED SARS-COV-2 ANTIGEN,"Beijing Institue Biological Products Co.,Ltd.",Chine,26013012EP,2021-07-12,Princeps
"COVID-19-VACCINE (Vero Cell),Inactivated",0.5ml/dose,Suspension injectable,B/3 Flacons,INACTIVATED SARS-COV-2 ANTIGEN,"Beijing Institue Biological Products Co.,Ltd.",Chine,26013013EP,2021-07-12,Princeps
"COVID-19-VACCINE (Vero Cell),Inactivated",0.5ml/dose,Suspension injectable,B/1 Flacon,INACTIVATED SARS-COV-2 ANTIGEN,"Beijing Institue Biological Products Co.,Ltd.",Chine,26013011EP,2021-07-12,Princeps
"COVID-19-VACCINE (Vero Cell),Inactivated",0.5ml/dose,Suspension injectable,B/1 Flacon/2 doses,INACTIVATED SARS-COV-2 ANTIGEN,"Beijing Institue Biological Products Co.,Ltd.",Chine,26013014EP,2021-08-05,Princeps
CREON 10 000 U,150 MG,Gélule,FL/60,PANCREATINE,MYLAN MEDICAL SAS,FRANCE,5873081,2009-01-21,Princeps
CREON 25 000 UI,300 mg,Gélule gastrorésistante,FL/60,PANCREATINE,MYLAN MEDICAL SAS,FRANCE,5873082,2012-03-29,Princeps
CRESEMBA,100 MG,Gélule,B/14,ISAVUCONAZOLE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653841H,2024-08-16,Princeps
CURARIUM 25,10 mg/ml,Solution injectable,B/50/2.5 ml,ATRACURIUM,DORCAS,Tunisie,9313011H,2009-07-01,Générique
CURARIUM 50,10 mg/ml,Solution injectable,B/50/5 ml,ATRACURIUM,DORCAS,Tunisie,9313012H,2009-07-01,Générique
CUREAML,500 mg,Gélule,B/30,HYDROXYCARBAMIDE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653581,2014-05-14,Générique
CUREX 10,2 mg/ml,Solution injectable,B/5 AMP/5 ML,CISATRACURIUM,DORCAS,Tunisie,9313252H,2018-04-27,Générique
CUROSURF,120 mg/1.5 ml,Susp. p. instill endotrachéobronchique,B/1 Flacon/1.5 ml,PHOSPHOLIPIDES TOTAUX,CHIESI FARMACEUTICI S.p.A,ITALIE,7133081H,2011-12-06,Princeps
CUROSURF,80 mg/1 ml,Susp. p. instill endotrachéobronchique,B/2 Flacon/1.5ml,PHOSPHOLIPIDES TOTAUX,CHIESI FARMACEUTICI S.p.A,ITALIE,7133082H,2024-07-30,Princeps
CVL PLUS,12.5 g/100 g,Solution externe,FL/5 ml,ACIDE SALICYLIQUE+COLLODION,PHARMAGHREB,Tunisie,9014111,2023-03-01,Générique
CYCLO 3,,Creme dermique,T/100 GR,EXT DE RUSCUS ACULEATUS+EXT FLUIDE DE MELILOT,SIMED,Tunisie,9083132,2018-03-15,Princeps
CYCLO 3,,Creme dermique,T/40 GR,EXT DE RUSCUS ACULEATUS+EXT FLUIDE DE MELILOT,SIMED,Tunisie,9083131,1995-03-14,Princeps
CYCLO 3 FORT,,Gélule,B/30,VITAMINE C+EXT DE RUSCUS ACULEATUS+HESPERIDINE METHYL CHALCO,PIERRE FABRE MEDICAMENT .,FRANCE,6060014,1994-12-19,Princeps
CYCLOCOL,0.5%,Collyre,FL/0.5 ML,CYCLOPENTOLATE,UNIMED,Tunisie,9093491,2005-01-06,Générique
CYCLOGEST,200 MG,Suppositoire,B/15,PROGESTERONE,L.D.Collins & Co.ltd,Rayaume uni,22493011,2021-01-26,Princeps
CYCLOGEST,400 mg,Suppositoire,B/15,PROGESTERONE,L.D.Collins & Co.ltd,Rayaume uni,22493012,2021-08-20,Princeps
CYCLOGEST,200 MG,Suppositoire,B/15,PROGESTERONE,ACTAVIS UK Limited,Rayaume uni,10633012,2010-05-23,Princeps
CYCLOGEST,400 MG,Suppositoire,B/15,PROGESTERONE,ACTAVIS UK Limited,Rayaume uni,10633011,2008-05-17,Princeps
CYSTINA,500 MG,Gélule,B/20,CYSTEINE,GALPHARMA,Tunisie,9223141,2003-08-21,Générique
CYSTODOSE,3 g,Granulés pour solution buvable,B/1 sachet,FOSFOMYCINE,SAIPH,Tunisie,9164201,2021-09-20,Générique
CYTARABINE ACCORD,100 MG,Solution injectable,B/1 FL/1ML,CYTARABINE,ACCORD HEALTHCARE LTD,Rayaume uni,16923052H,2017-04-10,Générique
CYTARABINE ACCROD,1gr /10ml,Solution injectable,B/1 FL,CYTARABINE,ACCORD HEALTHCARE LTD,Rayaume uni,16923051H,2017-04-10,Générique
CYTO-IDAR,10 mg/ml,Solution à diluer pour perfusion,B/1 flacon,IDARUBICINE,CYTOPHARMA,Tunisie,9383151H,2023-05-03,Générique
CYTOARAC,100 mg/5ml,Solution injectable,B/1FL,CYTARABINE,CYTOPHARMA,Tunisie,9383181H,2025-04-30,Générique
CYTOARAC HD,1g/10ml,Solution injectable,B/1 flacon,CYTARABINE,CYTOPHARMA,Tunisie,9383182H,2025-04-30,Générique
CYTOBICINE,50 mg/25 ml,Solution injectable pour perfusion,B/1FL/25 ml,EPIRUBICINE,CYTOPHARMA,Tunisie,9383042H,2017-01-04,Générique
CYTOBICINE,10 mg/5 ml,Solution injectable pour perfusion,B/1FL/5 ml,EPIRUBICINE,CYTOPHARMA,Tunisie,9383041H,2017-01-04,Générique
CYTOCINE-C,1 mg/ml,Solution injectable,B/ 1FL,VINCRISTINE,CYTOPHARMA,Tunisie,9383171H,2024-10-09,Générique
CYTOCIS,50mg/50ml,Solution injectable pour perfusion,B/1FL/50 ml,CISPLATINE,CYTOPHARMA,Tunisie,9383072H,2019-08-02,Générique
CYTOCIS,100 mg/100ml,Solution injectable pour perfusion,B/1FL/100ML,CISPLATINE,CYTOPHARMA,Tunisie,9383073H,2019-08-02,Générique
CYTOCIS,25 mg/25ml,Solution injectable pour perfusion,B/1FL/25ML,CISPLATINE,CYTOPHARMA,Tunisie,9383071H,2019-08-02,Générique
CYTODOX,10 mg/ 5 ml,Solution injectable pour perfusion,B/1 flacon/5ml,DOXORUBICINE,CYTOPHARMA,Tunisie,9383092H,2020-06-29,Générique
CYTODOX,50mg /25ml,Solution injectable pour perfusion,B/1 flacon/25ml,DOXORUBICINE,CYTOPHARMA,Tunisie,9383091H,2020-06-29,Générique
CYTOFLU,250 MG/5ML (50mg/ml),Solution injectable pour perfusion,B/1FL/5ML,FLUOROURACILE,CYTOPHARMA,Tunisie,9383011H,2016-03-17,Générique
CYTOFLU,1gr/20ml (50mg/ml),Solution injectable pour perfusion,B/1FL/20ML,FLUOROURACILE,CYTOPHARMA,Tunisie,9383012H,2016-03-17,Générique
CYTOFLU,500 mg/10 ML (50mg/ml),Solution injectable pour perfusion,B/1FL/10ML,FLUOROURACILE,CYTOPHARMA,Tunisie,9383013H,2018-02-22,Générique
CYTOGEM,40 mg/ml (2000mg),Solution injectable pour perfusion,FL/50 ml,GEMCITABINE,CYTOPHARMA,Tunisie,9383062H,2019-07-24,Générique
CYTOGEM,40 mg/ml (1 gr),Solution injectable pour perfusion,B/1 FL/25 ml,GEMCITABINE,CYTOPHARMA,Tunisie,9383063H,2020-04-14,Générique
CYTOGEM,40 mg/ml (200mg),Solution injectable pour perfusion,FL/5 ml,GEMCITABINE,CYTOPHARMA,Tunisie,9383061H,2019-07-24,Générique
CYTOKAR,10 mg/ml,Solution à diluer pour perfusion,FL/45 ml,CARBOPLATINE,CYTOPHARMA,Tunisie,9383083H,2022-04-27,Générique
CYTOKAR,150 mg/ 15 ml,Solution injectable pour perfusion,B/1FL/15 ml,CARBOPLATINE,CYTOPHARMA,Tunisie,9383082H,2019-08-02,Générique
CYTOKAR,50 mg/ 5 ml,Solution injectable pour perfusion,B/1FL/5 ml,CARBOPLATINE,CYTOPHARMA,Tunisie,9383081H,2019-08-02,Générique
CYTOLIM,500mg/20ml,Solution injectable pour perfusion,B/1FL/20 ML,PEMETREXED,CYTOPHARMA,Tunisie,9383121H,2021-09-14,Générique
CYTOPAXEL,30 mg/5 ml,Solution injectable pour perfusion,B/1FL/5ML,PACLITAXEL,CYTOPHARMA,Tunisie,9383051H,2017-07-11,Générique
